expanded_url,count
https://midiamax.uol.com.br/cotidiano/2022/com-mortes-superando-2021-dengue-segue-com-alta-incidencia-em-55-cidades-de-mato-grosso-do-sul/,2
https://www.gov.br/saude/pt-br/assuntos/noticias/2022/novembro/ministerio-da-saude-constata-reducao-de-casos-de-malaria-na-regiao-amazonica,2
https://midiamax.uol.com.br/cotidiano/2022/mato-grosso-do-sul-esta-em-alerta-de-chuvas-intensas-e-risco-de-alagamento/,2
https://www.campograndenews.com.br/direto-das-ruas/paciente-denuncia-abandono-de-casal-de-idosos-em-centro-regional-de-saude,2
https://agencia.fiocruz.br/infogripe-covid-19-apresenta-crescimento-em-todas-regioes,2
https://www.campograndenews.com.br/meio-ambiente/volume-de-chuva-atingiu-43-8-milimetros-na-capital-e-bateu-78-6-no-interior,2
https://jovempan.com.br/saude/mortes-por-dengue-crescem-400-em-2022-e-chegam-a-maior-patamar-registrado-nos-ultimos-seis-anos.html,2
https://midiamax.uol.com.br/cotidiano/2022/campo-grande-inicia-nova-etapa-da-operacao-contra-mosquito-da-dengue/,2
https://midiamax.uol.com.br/cotidiano/2023/defesa-civil-emite-alerta-para-chuvas-intensas-para-todas-as-regioes-de-ms/,2
https://www.noticiasaominuto.com/mundo/2212384/onu-pede-financiamento-para-travar-surto-de-colera-mais-mortal-no-malaui,2
https://www.avisite.com.br/para-ricardo-santin-gripe-aviaria-em-plantel-comercial-no-brasil-poderia-fechar-ate-cinco-mercados/,2
https://oestadoonline.com.br/economia/307147/,2
https://www.dm.com.br/cidades/casos-de-suicidio-aumentam-entre-jovens-121432,2
https://www.campograndenews.com.br/cidades/interior/monitoramento-de-ong-leva-a-acoes-contra-divulgacao-de-abuso-sexual-de-criancas,2
https://www.folhape.com.br/noticias/fiocruz-vai-produzir-100-milhoes-de-mosquitos-por-semana-com-bacteria/264278/,2
https://www.gazetaweb.com/noticias/maceio/n-de-casos-de-meningite-em-maceio-quase-dobra-no-1-trimestre,2
https://www.encurtador.dev/redirecionamento/hyREo,2
https://encurtador.com.br/kqvZ3,2
https://www.campograndenews.com.br/brasil/cidades/programa-de-prevencao-as-drogas-sera-estendido-aos-adolescentes-ainda-este-ano,2
https://www.campograndenews.com.br/meio-ambiente/ministerio-decreta-emergencia-ambiental-em-ms-de-abril-a-novembro,2
https://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/noticia/2023/08/19/quase-100-alunos-da-rede-publica-sao-afastados-das-aulas-por-surto-de-sarna-humana-em-aracatuba.ghtml,2
https://www.cnnbrasil.com.br/saude/juiz-de-fora-registra-a-primeira-morte-por-febre-maculosa-no-ano-obitos-em-mg-chegam-a-13/,2
https://tribunadonorte.com.br/noticia/com-aproximaa-a-o-do-vera-o-sesap-alerta-para-prevena-a-o-das-arboviroses/573732,2
https://g1.globo.com/sp/sorocaba-jundiai/noticia/2023/10/20/jundiai-confirma-segunda-morte-por-febre-maculosa-em-2023.ghtml,2
https://www.campograndenews.com.br/meio-ambiente/fenomeno-el-nino-traz-nova-onda-de-calor-e-muita-chuva-em-dezembro,2
https://www.se.gov.br/noticias/saude/caminhada_da_saude_em_prol_do_enfrentamento_de_doencas_cronicas_mobiliza_populacao_da_capital_e_interior,2
https://odia.ig.com.br/rio-de-janeiro/2023/12/6756002-lei-preve-campanha-de-prevencao-a-exposicao-indevida-ao-sol-e-necessidade-do-acesso-ao-protetor-solar.html,2
https://oglobo.globo.com/saude/noticia/2023/12/29/dengue-brasil-bate-recorde-de-mortes-pela-doenca-em-2023.ghtml,2
https://www.campograndenews.com.br/brasil/cidades/com-estoque-zerado-saude-espera-doses-para-vacinar-criancas-contra-catapora,2
https://www.agazeta.com.br/es/cotidiano/febre-do-oropouche-casos-aumentam-e-es-ja-tem-50-registros-0524,2
https://www.jcnoticias.com.br/jc-noticias/noticias/situacao-da-dengue-e-outras-doencas-em-para-de-minas,2
https://www.campograndenews.com.br/meio-ambiente/frio-aparece-3-vezes-em-junho-e-ms-tera-inverno-com-temperaturas-abaixo-de-zero,2
https://www.rcn67.com.br/tres-lagoas/jpnews/saude-alerta-sobre-possibilidade-de-surto-de-chikungunya-em-tres/,2
https://www.opovo.com.br/noticias/brasil/2024/07/26/desnutricao-atinge-84-milhoes-de-brasileiros-mostra-onu.html,2
https://g1.globo.com/saude/noticia/2024/07/26/sus-vai-disponibilizar-dois-novos-medicamentos-para-a-doenca-falciforme.ghtml,2
https://www.cenariomt.com.br/agro/mapa-notifica-a-omsa-fim-do-foco-da-doenca-de-newcastle/,2
