expanded_url,short_url
https://brasiliaagora.com.br/cientistas-brasileiros-desenvolvem-novo-teste-para-diagnostico-da-hanseniase/?utm_source=rss&utm_medium=rss&utm_campaign=cientistas-brasileiros-desenvolvem-novo-teste-para-diagnostico-da-hanseniase,https://bit.ly/2VvySQb
https://roraima1.com.br/2021/09/09/roraima-e-o-unico-estado-com-nivel-critico-de-ocupacao-de-utis-afirma-fiocruz/,https://bit.ly/3E8HRsc
https://www.campograndenews.com.br/brasil/cidades/ms-ja-registrou-casos-de-17-variantes-do-novo-coronavirus,https://bit.ly/3z1KuYQ
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/setembro/brasil-passara-de-importador-para-exportador-de-vacinas-covid-19-diz-queiroga-em-roma,https://bit.ly/3z5BfXA
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/setembro/em-visita-ao-iec-queiroga-reforca-apoio-do-governo-federal-em-pesquisa-e-vigilancia-em-saude-no-brasil,https://bit.ly/3C0xSDm
https://tribunadosertao.com.br/noticias/2021/09/11/250628-saude-reforca-cuidados-contra-proliferacao-de-focos-aedes-aegypti,https://bit.ly/3hmLkcK
https://www.campograndenews.com.br/brasil/cidades/mato-grosso-do-sul-deve-atingir-imunidade-de-rebanho-no-proximo-fim-de-semana,https://bit.ly/3hqoyAQ
https://noticias.r7.com/minas-gerais/videos/isolamento-faz-com-que-bh-nao-registre-casos-de-sarampo-em-2021-10092021/,https://bit.ly/2YK1ne9
https://www.estadao.com.br/saude/imunoterapia-revoluciona-tratamento-para-cancer-de-pulmao/,https://bit.ly/3CaRAfT
https://www.atribuna.com.br/cidades/cubatao/menino-de-cubat-o-morre-apos-mal-subito-durante-brincadeira-e-m-e-alerta-sobre-doenca-silenciosa-1.312817,https://glo.bo/3Aa91fI
https://www.bol.uol.com.br/noticias/2021/09/10/tornado-atinge-ilha-no-sul-da-italia-e-deixa-mortos-e-feridos.htm,https://bit.ly/3tEImp9
https://www.ms.gov.br/mesmo-com-queda-de-casos-e-obitos-ses-alerta-para-delta-que-e-6-vezes-mais-transmissivel/,https://bit.ly/2XhiOmf
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/setembro/quatro-estados-brasileiros-nao-registram-mortes-por-covid-19,https://bit.ly/3CbqdlB
https://saude.se.gov.br/sergipe-registra-primeiro-caso-da-variante-delta/,https://bit.ly/2XkEVs1
https://www.ms.gov.br/setembro-ja-apresenta-queda-de-56-nas-mortes-por-covid-em-relacao-a-agosto/,https://bit.ly/2XgYocy
https://180graus.com/vacina/calendario-da-terceira-dose-contra-covid-fica-em-descompasso-nos-estados,https://bit.ly/2XwFu1N
https://www.campograndenews.com.br/cidades/capital/novo-decreto-vai-acabar-com-limite-de-lotacao-na-capital-anuncia-marquinhos,https://bit.ly/3AorNjS
https://www.campograndenews.com.br/cidades/interior/homem-e-preso-apos-estuprar-cunhada-de-11-anos-com-ajuda-do-padrasto,https://bit.ly/3EqVl2E
https://www.metropoles.com/brasil/sp-ja-aplicou-ao-menos-476-mil-coronavac-como-doses-de-reforco-em-idosos,https://bit.ly/3CocTug
https://ojornalextra.com.br/noticias/coronavirus/2021/09/70255-municipios-devem-fazer-testagem-de-covid-19-em-locais-de-grande-circulacao,https://bit.ly/3Eyt5uU
https://www.campogrande.ms.gov.br/cgnoticias/noticia/campo-grande-ja-vacinou-mais-de-35-mil-pessoas-com-a-terceira-dose/,https://bit.ly/3kmZMTY
https://www.bemparana.com.br/noticias/parana/parana-tem-alerta-para-tempestades-e-ventos-fortes-nesta-terca-feira/#.YUjBIeySmM8,https://bit.ly/3hPJLV3
https://www.sabado.pt/ultima-hora/detalhe/chuva-intensa-causa-inundacoes-em-ruas-empresas-e-estabelecimentos-de-ovar,https://bit.ly/3hSTpWO
https://www.ms.gov.br/ms-atinge-imunidade-de-rebanho-e-tem-media-movel-de-obitos-estavel/,https://bit.ly/3lJM1yi
https://inforpress.cv/en/covid-19-passe-sanitario-obrigatorio-no-acesso-ao-vaticano-a-partir-de-outubro,https://bit.ly/3AzGLDs
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/setembro/90-da-populacao-brasileira-adulta-esta-vacinada-com-a-primeira-dose-contra-a-covid-19,https://bit.ly/3hWtXjq
https://veja.abril.com.br/mundo/explosoes-em-vulcao-nas-ilhas-canarias-aumentam-de-intensidade/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+noticiasveja+VEJA.com+|+Not%C3%ADcias,https://bit.ly/2XJCzCw
https://www.campogrande.ms.gov.br/cgnoticias/noticia/campo-grande-ultrapassa-a-marca-de-70-de-toda-a-populacao-vacinada-contra-a-covid-19/,https://bit.ly/2ZtfHIy
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/setembro/mais-de-1-8-mil-municipios-do-brasil-nao-registraram-casos-de-obito-por-covid-19-nas-ultimas-24-horas,https://bit.ly/2Y0r6yX
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/setembro/queiroga-destaca-os-avancos-do-brasil-em-evento-da-onu-sobre-o-fim-da-tuberculose,https://bit.ly/3ocgmbx
https://www.campograndenews.com.br/brasil/cidades/pela-primeira-vez-no-ano-mortes-de-jovens-e-idosos-por-covid-seguem-em-baixa,https://bit.ly/3zGgh1T
https://www.bemparana.com.br/noticias/brasil/casos-de-sindrome-respiratoria-aguda-apresentam-tendencia-de-queda-no-pais-330/#.YVG5e7hKiUk,https://bit.ly/3udX46N
https://www.theguardian.com/global-development/2021/sep/27/paraguay-severe-drought-depletes-river,https://bit.ly/3kMQnpe
https://regiao-sul.pt/internacional/ilhas-canarias-a-tremer-devido-a-atividade-sismica-intensa/552422,https://bit.ly/2XXB7gD
https://www.campograndenews.com.br/meio-ambiente/ms-ja-passou-por-pior-momento-mas-sanesul-monitora-situacao-hidrica,https://bit.ly/3mqQkPx
https://www.campograndenews.com.br/brasil/cidades/capital-segue-em-bandeira-vermelha-e-32-municipios-tem-grau-toleravel-da-covid,https://bit.ly/3ojJaPx
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/setembro/vacinas-da-gripe-e-da-covid-19-podem-ser-aplicadas-no-mesmo-dia,https://bit.ly/3a7SmhL
https://www.abc.es/salud/enfermedades/abci-descubren-nueva-enfermedad-genetica-infantil-y-posible-cura-202109292300_noticia.html?ref=https://www.abc.es/salud/enfermedades/abci-descubren-nueva-enfermedad-genetica-infantil-y-posible-cura-202109292300_noticia.html,https://bit.ly/3kYKdT0
https://www.bemparana.com.br/noticias/parana/saude-identifica-caso-de-febre-do-nilo-ocidental-em-animal-no-parana/#.YVYcYjHMKM8,https://bit.ly/3imZOK5
https://manausalerta.com.br/idoso-morre-de-raiva-apos-ser-mordido-por-morcego-enquanto-dormia/,https://bit.ly/3F7H4rR
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/setembro/brasil-registra-menor-indice-de-casos-de-srag-desde-o-inicio-da-pandemia,https://bit.ly/3D3ik27
https://www.saude.mg.gov.br/component/gmg/story/15669-regional-de-uba-faz-alerta-sobre-utilizacao-de-fumace-ubv-no-controle-de-pernilongo-comum,https://bit.ly/3opJX1d
https://www.tribunatop.com/noticia/26394,https://bit.ly/2YsdVXN
https://ojornalextra.com.br/noticias/alagoas/2021/10/70758-casos-de-dengue-em-maceio-crescem-60-divulga-boletim,https://bit.ly/3DeNljW
https://www.ms.gov.br/mapeamento-genomico-aponta-que-p1-segue-predominante-em-ms-delta-chega-a-menos-de-2-no-estado/,https://bit.ly/3iFbWGL
https://www.cmjornal.pt/error/404?url=/portugal/detalhe/mulher-de-26-anos-tenta-matar-namorado-a-facada-em-santarem,https://bit.ly/3ahsrUJ
https://tribunaonline.com.br/coronavirus/ministro-preve-para-marco-fim-da-pandemia-104525,https://bit.ly/3FGdNVE
https://imirante.com/noticias/brasil/2021/10/07/boletim-da-fiocruz-mostra-sucesso-da-vacinacao-contra-a-covid-19,https://bit.ly/3FzZ2nk
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/outubro/covid-19-brasil-registra-a-menor-media-movel-de-mortes-de-2021,https://bit.ly/3oMzv4b
https://www.infobae.com/america/agencias/2021/10/07/sequia-extrema-causa-tormentas-de-arena-de-magnitud-inusitada-en-brasil/,https://bit.ly/2Yu85F8
https://tribunaonline.com.br/internacional/terremoto-de-magnitude-61-no-japao-interrompe-linhas-de-trem-104460,https://bit.ly/2YB9jyZ
https://www.campograndenews.com.br/cidades/capital/com-8-mil-protetivas-em-vigor-vara-da-mulher-faz-intimacao-por-whatsapp,https://bit.ly/3mPpvo4
https://tribunaonline.com.br/cidades/ataques-de-escorpiao-cobra-e-aranha-levam-4-mil-ao-hospital-104659,https://bit.ly/3iUbq7V
https://www.bemparana.com.br/noticias/parana/parana-confirma-primeiros-casos-de-febre-chikungunya/#.YWjeo7jMKM9,https://bit.ly/2YQfWxs
https://www.bncnoticias.com.br/noticia/4016/,https://bit.ly/3lHk4s4
https://www.rtve.es/noticias/20211014/aumentan-muertes-por-tuberculosis-decada-pandemia/2189800.shtml,https://bit.ly/3j2QeN8
https://bit.ly/3DCDgNI,https://bit.ly/3DCDgNI
https://www.riotimesonline.com/brazil-news/covid-19/uruguay-no-longer-requires-face-masks-in-public-spaces-and-on-the-street/?__cf_chl_jschl_tk__=pmd_ufbPWZLhwhBa.qw6Oe6RkNXAyDQP_J_pStVw8goKhZE-1634319986-0-gqNtZGzNAnujcnBszQlR,https://bit.ly/3lMGCrC
https://portal.saude.pe.gov.br/noticias/secretaria-executiva-de-vigilancia-em-saude/delta-predomina-em-novo-sequenciamento-genetico,https://bit.ly/2YTHrFR
https://www.campogrande.ms.gov.br/cgnoticias/noticia/moreninha-tera-projeto-piloto-para-soltura-de-mosquitos-com-wolbachia/,https://bit.ly/3jwTpgj
https://ojornalextra.com.br/noticias/coronavirus/2021/10/71109-alagoas-se-mantem-fora-da-zona-de-alerta-em-ocupacao-de-leitos-de-uti,https://bit.ly/3aOLFkU
https://brasil.elpais.com/brasil/2021-10-17/tempestade-mata-sete-pessoas-em-barco-hotel-no-pantanal.htmlq,https://bit.ly/3FXjDSp
https://entornointeligente.com/17/10/2021/prefeitura-do-rio-libera-nesta-segunda-lotao-mxima-de-teatros-cinemas-centros-comerciais-e-eventos/,https://bit.ly/3AMfRHS
https://www.thetelegraphandargus.co.uk/news/19656447.flesh-eating-sti-rise-uk---symptoms-treatment/?ref=rss,https://bit.ly/3DZXFg1
https://www.opopular.com.br/cidades/casos-notificados-de-chikungunya-crescem-168-em-goi%C3%A1s-1.2340088,https://bit.ly/3DXvaPO
https://www.juruaemtempo.com.br/2021/10/acre-registra-maior-incidencia-de-casos-de-dengue-chikungunya-e-zika-da-regiao-norte-diz-boletim/?utm_source=rss&utm_medium=rss&utm_campaign=acre-registra-maior-incidencia-de-casos-de-dengue-chikungunya-e-zika-da-regiao-norte-diz-boletim,https://bit.ly/2Z9pjZi
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/outubro/brasil-e-argentina-avancam-em-dialogo-sobre-o-desenvolvimento-e-a-producao-de-vacinas-de-rna-mensageiro,https://bit.ly/2ZgHvAd
https://outbreaknewstoday.com/brazil-launches-national-plan-to-end-tuberculosis-42349/?fr=operanews,https://bit.ly/3CcfR5q
https://www.bol.uol.com.br/noticias/2021/10/21/mortos-pelas-chuvas-na-india-e-no-nepal-sobem-para-quase-200.htm,https://bit.ly/3nqm9Z2
https://www.campogrande.ms.gov.br/cgnoticias/noticia/aplicacao-de-doses-da-campanha-multivacinacao-esta-disponivel-em-toda-cidade/,https://bit.ly/2Zps1cU
https://istoe.com.br/especial-de-rio-poderoso-a/,https://bit.ly/2ZtGt3B
https://www.marketscreener.com/news/latest/Brazil-under-climate-pressure-as-emissions-rise-36820569/,https://bit.ly/3CrsUQH
https://www.lapatilla.com/2021/10/28/la-huella-toxica-del-mercurio-llego-a-la-gran-sabana/?__cf_chl_managed_tk__=pmd_8L_7iMbJYxi.TkfgQKyJBQOJCt2C2pQifoYgWQ.RBOU-1635537013-0-gqNtZGzNAzujcnBszQi9,https://bit.ly/3mnMtno
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/outubro/fiocruz-recebe-em-outubro-ifa-suficiente-para-produzir-48-milhoes-de-vacinas-covid-19,https://bit.ly/3BxSv9t
https://www.campograndenews.com.br/cidades/capital/com-reducao-de-96-dos-casos-de-dengue-saude-organiza-multirao,https://bit.ly/3GGRIqf
https://www.ms.gov.br/acao-de-cidadania-para-prevencao-e-combate-a-violencia-contra-mulheres-e-meninas-indigenas-sera-realizada-na-aldeia-bororo/,https://bit.ly/3EFKnWp
https://www.bncnoticias.com.br/noticia/4079/,https://bit.ly/3q3XbSf
https://www.campograndenews.com.br/brasil/cidades/novembro-comeca-sem-morte-por-covid-19-em-mato-grosso-do-sul,https://bit.ly/2ZVlMhs
https://www.ms.gov.br/com-78-da-populacao-vacinada-queda-de-mortes-em-outubro-chegou-a-68/,https://bit.ly/3qaMOvZ
https://portal.saude.pe.gov.br/noticias/secretaria-executiva-de-vigilancia-em-saude/covid-94-dos-obitos-sem-ciclo-vacinal-completo,https://bit.ly/2ZVfLAW
https://antigo.pi.gov.br/noticias/sesapi-alerta-para-aumento-de-50-nos-casos-de-dengue-no-piaui/,https://bit.ly/307VIPG
https://www.maisgoias.com.br/aparecida-registra-mais-de-6-mil-casos-de-dengue-em-2021/#close,https://bit.ly/31yWshD
https://www.campogrande.ms.gov.br/cgnoticias/noticia/moreninhas-recebe-projeto-piloto-para-soltura-de-ovos-de-mosquito-aedes-aegyti-com-wolbachia/,https://bit.ly/3034izx
https://www.vanguardia.com/colombia/2021/11/10/colombia-en-alerta-por-la-situacion-de-dengue-nueva-ola-podria-ser-en-diciembre/,https://bit.ly/3bZZKfS
https://www.campograndenews.com.br/cidades/capital/campo-grande-ultrapassa-marca-de-600-mil-vacinados-contra-covid-19,https://bit.ly/3wIplDu
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/novembro/brasil-ultrapassa-eua-em-percentual-de-vacinacao-contra-a-covid-19,https://bit.ly/3oGFOVr
https://www.ms.gov.br/com-mais-de-500-mil-doses-disponiveis-reinaldo-azambuja-faz-apelo-para-populacao-tomar-vacina/,https://bit.ly/32iWQBv
https://www.gazetaweb.com/noticias/mundo/poluicao-nova-delhi-fecha-escolas-por-tempo-indeterminado,https://bit.ly/3cuKiIW
https://www.ms.gov.br/dia-d-de-combate-a-dengue-zika-e-chikungunya-acontece-nesta-sexta-feira-no-parque-ayrton-senna/,https://bit.ly/2Z1plCa
https://www.juruaemtempo.com.br/2021/11/medico-de-cruzeiro-do-sul-faz-alerta-sobre-surto-de-cocksackie-virus-em-criancas/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=medico-de-cruzeiro-do-sul-faz-alerta-sobre-surto-de-cocksackie-virus-em-criancas,https://bit.ly/2Z95Urc
https://www.estadao.com.br/brasil/bahia-passa-a-exigir-comprovante-de-vacinacao-completa-para-uso-do-transporte-intermunicipal/,https://bit.ly/3xmP19h
https://www.ms.gov.br/mapeamento-genomico-revela-26-linhagens-de-coronavirus-e-prevalencia-da-p1-em-ms/,https://bit.ly/3ppDzGr
https://revistaforum.com.br/news/2021/11/24/governo-de-so-paulo-suspende-uso-de-mascara-saiba-quando-deixar-de-usar-proteo-106610.html,https://bit.ly/3E5Dldt
https://outbreaknewstoday.com/brazil-reports-human-rabies-death-in-chapadinha-maranhao-state-41918/?fr=operanews,https://bit.ly/3HYdR41
https://www.estadao.com.br/saude/omicron-rio-investiga-suspeita-de-infeccao-pela-variante-em-paciente-que-veio-da-africa-do-sul/,https://bit.ly/3lsdnth
https://codeinep.org/alerta-epidemiologica-sarampion-noviembre-2021/,https://bit.ly/3dbOCNr
https://www.bemparana.com.br/noticias/parana/parana-registra-450-casos-de-dengue-e-tem-mais-de-1-600-em-investigacao/#.Yafwd8fMKUk,https://bit.ly/3Df0716
https://www.ms.gov.br/saude-alerta-para-a-importancia-da-prevencao-diagnostico-e-tratamento-contra-o-hiv-aids/,https://bit.ly/3lu0W01
https://paginanet.com.br/mais/saude/fiocruz-alerta-para-aumento-na-tendencia-de-casos-de-sindrome-respiratoria-aguda-grave-no-acre.html,https://bit.ly/3DrpQDI
https://www.elheraldo.com.ar/noticias/204334_respaldo-a-la-ciencia-la-vacuna-contra-la-hepatitis-a-protege-a-largo-plazo.html,https://bit.ly/3In0tqe
https://oem.com.mx/elsoldemexico/mundo/la-india-registra-dos-casos-de-la-variante-omicron-15721749,https://bit.ly/31mMksR
https://www.ms.gov.br/dezembro-tera-influencia-do-la-nina-e-estiagem-pode-ser-acentuada-em-ms/,https://bit.ly/3y0rLhs
https://tribunadosertao.com.br/noticias/2021/12/09/264956-saude-promove-capacitacoes-sobre-tratamento-da-hanseniase-na-atencao-primaria,https://bit.ly/3DzVpLO
https://www.paranaportal.com.br/colunas/dados-alarmantes-sobre-a-fome-no-brasil/,https://bit.ly/3DFfz7g
https://www.portalonorte.com.br/noticias/araguaina/aumento-de-doencas-infecciosas-acende-alerta-em-araguaina/106339/,https://bit.ly/3EJ7uiW
https://www.gov.br/saude/pt-br/assuntos/noticias/2021/dezembro/portaria-com-regras-sobre-a-entrada-de-viajantes-no-pais-e-postergada-por-sete-dias,https://bit.ly/3dI68ct
https://fanoticias.com.br/gestantes-precisam-ter-cuidados-especiais-contra-o-aedes-aegypti/,https://bit.ly/3lVSDdS
https://bit.ly/328R8ST,https://bit.ly/328R8ST
https://midiabahia.com.br/casos-de-chikungunya-aumentam-e-acendem-alerta-de-nova-epidemia-no-brasil/,https://bit.ly/3skjXX4
https://emtempo.com.br/amazonas/332987/pf-aponta-alta-concentracao-de-mercurio-em-organismo-de-ribeirinhos?d=1,https://bit.ly/3FfhYXC
https://www.metropoles.com/brasil/paraiba-confirma-os-primeiros-casos-da-nova-variante-da-influenza-h3n2,https://bit.ly/3EkVL9i
https://www.bemparana.com.br/noticias/parana/informe-da-dengue-registra-mais-21-casos-da-doenca-no-parana/#.YcRaVmDMKM9,https://bit.ly/3yRLVuH
https://www.folhabv.com.br/saude-e-bem-estar/boa-vista-registra-aumento-de-266-nos-casos-de-sindrome-gripal/,https://bit.ly/3mpdnLa
