short_url,title,abstract,
https://bit.ly/3k9zd3s,Sexta-feira será de calor intenso e cidades ficam em alerta para tempo seco em MS,,,
https://bit.ly/3D6A65l,MS registra 3º caso suspeito de fungo negro em paciente com coronavírus,,,
https://bit.ly/37YwNyT,Cinco pessoas da mesma família são presas por estuprar crianças,,,
https://bit.ly/3sD5jbx,Inmet emite alerta de grande perigo com baixíssima umidade e risco de incêndio,,,
https://bit.ly/3syZfRj,Agosto tem queda de 34% do número de casos de covid em relação a julho,,,
https://bit.ly/3z7HI5l,Campo Grande tem queda de 73% de mortes por Covid 1 ano após um dos picos da doença,"Nos últimos 20 dias, 40 pessoas morreram em Campo Grande devido ao coronavírus. O número ainda é grande, por se tratar de vidas, mas já foi muito maior há um ano. A quantidade de vítimas da doença na Capital neste mês é 73% menor do que a do mesmo período de 2020.",,
https://bit.ly/3j9G9yl,75% da população adulta já se vacinou com a primeira dose da vacina Covid-19,"Os meses de agosto e setembro prometem ser decisivos. Com a chegada de mais 131,4 milhões de doses de vacina Covid-19 no período, o País caminha para que toda a população adulta esteja vacinada até o fim de setembro. Nesta sexta-feira (20), o Brasil chegou à marca de 120 milhões de brasileiros vacinados com a primeira dose.",,
https://bit.ly/3kcxzxT,Um experimento com mosquitos transmissores da dengue que conseguiu reduzir os casos em 77%.,"Uma experiência ""revolucionária"" com mosquitos transmissores da dengue reduziu os casos da doença em 77%. No teste, os mosquitos foram infectados com uma bactéria que reduz sua capacidade de espalhar doenças.",,
https://bit.ly/3z7FanS,Estado oficializa fim do toque de recolher e liberação de eventos e reuniões,"Novo decreto publicado nesta sexta-feira (20), pelo governo do Estado, flexibiliza ainda mais a circulação de pessoas. A medida revoga regras de restrição das bandeiras vermelha e laranja, com relação a restrição de encontros. Ficou liberado realização de eventos, reuniões e festividades em clubes, salões, centros esportivos e afins.",,
https://bit.ly/3D8WxH1,Furacão Henri acelera e ameaça Nova York,proximidade do ciclone obrigou à suspensão de um megaconcerto que estava ocorrendo no Central Park. É o primeiro furacão a atingir a região da Nova Inglaterra em 30 anos.,,
https://bit.ly/3D7Rtmt,"Exemplo para o País, MS é o 1º a vacinar 90% da população acima de 18 anos","O Vacinômetro desta sexta-feira, dia 20, aponta que 91,21% da população adulta vacinável maior de 18 anos recebeu a 1ª dose do imunizante e 54,11% foi imunizada com a segunda dose. Até o momento foram vacinados 19,54% dos adolescentes com a primeira dose da Pfizer.",,
https://bit.ly/3j6WVxM,Estiagem faz Nova Andradina decretar situação de emergência ambiental,"A prefeitura de Nova Andradina, cidade que fica a 300 km de Campo Grande, decretou situação de emergência ambiental em toda sua extensão territorial devido aos problemas causados pela forte seca que atinge toda o Mato Grosso do Sul. O decreto foi publicado em Diário Oficial na sexta-feira (20).",,
https://bit.ly/3zdtf7N,Pandemia segue em declínio e MS registra 6 mortes por covid nesta 2ª,"Média de 12 mortes, uma das menores neste ano mostra lenta redução da pandemia no Mato Grosso do Sul. Boletim epidemiológico divulgado nesta segunda-feira (23) traz 346 novos casos e seis mortes porcovid - 19 em Mato Grosso do Sul - as vítimas tinham entre 35 e 76 anos. Boletim epidemiológico publicado nesta segunda-feira (23) traz 346 novos casos e seis mortes por covid... Como macrorregiões de Campo Grande (62%) e Três Lagoas (59%) têm mais hospitalizados por conta da doença ... Até agora, cerca de 40,8% duas doses ou vacina única da Janssen ....",,
https://bit.ly/3zo36mM,"Bombeiros reforçam combate aos incêndios no Pantanal, Bela Vista e região Leste","O Corpo de Bombeiros intensificou o combate aos incêndios florestais ocorridos há vários dias na região do Carandazal, no Pantanal Nabileque, entre Corumbá e Porto Murtinho, com apoio de aeronave militar e propriedades rurais. A situação é mais crítica atualmente a presença de .... Centro de Proteção Ambiental - unidade do Corpo de Bombeiros dentro do Parque das Nações Indígenas, em Campo... Grande - realização monitoramento diário por satélite dos focos de calor.",,
https://bit.ly/3kjJdHf,Fim da estiagem: previsão confirma chuva para MS esta semana e queda na temperatura,"Passados ​​mais de dois meses de nível das águas, Mato Grosso do Sul pode ter grandes chuvas acumuladas a partir desta quinta-feira (23), confirmou nova previsão do Cemtec-MS Monitoramento (centro de meteorologia e clima). Conforme a meteorologista Valesca Fernandes, a área que deve receber mais chuvas é o centro-sul, principalmente no sul. Em Campo Grande, o acumulado registrado nos últimos 60 dias é de apenas 1.8mm .... Em Campo Grande, a mínima deve ficar na casa dos 15ºC, com máxima de 22ºC na sexta e probabilidade de",,
https://bit.ly/3gqUBA7,Toque de recolher de 17 meses acaba após 32 mil fiscalizados na Capital,"A rotina foram 17 meses de um até então inimaginável em Campo Grande. A coleta teve início no dia 21 de março de 2020 e até a madrugada desta segunda-feira (23). Foi uma das medidas ininterruptas há mais tempo do país. No Mato Grosso do Sul, o decreto foi depois em dezembro de 2020, mas fizemos hoje. Foram 17 meses de uma rotina até então inimaginável em Campo Grande.... A Santa Casa de Campo Grande entra nessa nova fase da Capital já superlotada.",,
https://bit.ly/3z7sOvQ,MS cada vez mais seco: Estado perdeu 57% de água nos últimos 30 anos,"Segundo a análise, essa redução é principalmente no atoleiro, mesmo que o Paraguai seja afetada por diminuir a superfície da água. De acordo com esses dados, Corumbá, com 414 milhas de extensão, foi o município que mais pegou fogo em todo o Brasil e foi o que mais perdeu recursos hídricos. De acordo com tais dados, Corumbá, a 414 milhas de Campo Grande, foi o município que mais pegou",,
https://bit.ly/3sFOv3K,Fogo no Pantanal repete destruição recorde de 2020,"Curitiba, PR, porto JOFRE, MT (FOLHAPRESS) - pelo terceiro ano seguido de seca e sob o impacto das fortes geadas, o Pantanal já registra a mesma etapa de área destruída por incêndio no mesmo período do ano passado, quando sofreu a pior desastre ambiental da história. Neste domingo (22), o fogo chegou bem próximo da área urbana de Bela Vista (317 km de Campo Grande),",,
https://bit.ly/2WnD2Kg,"Após alerta de infectologistas, CRM-MS pede que médicos avaliem reduzir corticoides para covid","Após o alerta feito por infectologistas sobre o uso de corticoides no tratamento de pacientes com coronavírus, o CRM-MS (Conselho Regional de Medicina de Mato Grosso Faz Sul) publicou uma nota informativa com orientações para a profissão médica. Na nota, o conselho convoca o profissional a seguir .... corticoides no tratamento de pacientes com coronavírus, o CRM-MS (Conselho Regional de Medicina de Mato... Grosso Faz Sul) divulgou uma nota informativa com orientações à classe médica .... Conselho pede que os profissionais sigam como orientações dadas pela Sims (Sociedade de Infectologia de Mato... Grosso Faz Sul) .... -19.",,
https://glo.bo/3sQfdH6,"MS recebe 96,7 mil doses de vacinas e secretário diz que imunização contra a Covid deverá ser anual","O secretário estadual de Saúde, Geraldo Resende, diz que esses imunizantes deverão ser distribuídos entre a tarde desta segunda – para Campo Grande e a manhã de terça-feira. Mato Grosso do Sul recebe entre domingo (22) e esta segunda-feira (23) 96.780 doses de vacinas contra a Covid-19. São 50.250 de Astrazeneca, 24. Geraldo Resende, diz que esses imunizantes deverão ser distribuídos entre a tarde desta segunda – para Campo... Grande e a manhã de terça-feira.... Grosso do Sul recebe entre domingo (22) e esta segunda-feira (23) 96.780 doses de vacinas contra a Covid... Grande e a manhã de terça-feira.... vírus ‘influenza’, que a contra o coronavírus deverá ocorrer todos os anos, sempre com a atualização.",,
https://bit.ly/3gp3kmk,"Com 91% dos adultos vacinados, MS recebe lote com 50.250 doses de vacina contra covid nesta segunda-feira","Mato Grosso do Sul recebe, nesta segunda-feira (23), novo lote com 50.250 doses de vacinas contra covid. A remessa com imunizantes da AstraZeneca desembarca às 18h05 no Aeroporto Internacional de Campo Grande. Conforme a SES (Secretaria Estadual de Saúde), com esta carga, o Estado recebeu nos últimos dias 96. A remessa com imunizantes da AstraZeneca desembarca às 18h05 no Aeroporto Internacional de Campo Grande... SES (Secretaria Estadual de Saúde), com esta carga, o Estado recebeu nos últimos dias 96.780 doses de vacina... No total, MS terá: 50.250 doses da vacina da Astrazeneca, 21.960 doses da Coronavac e 24.570 doses da... “Somos o Estado mais avançado na vacinação contra Covid-19.... Já podemos ver o resultado com a redução dos casos novos e óbitos por Covid.",,
https://bit.ly/2XMCTQZ,Nova técnica que ajuda a combater o HIV é desenvolvida por pesquisadores da Universidade de São Paulo,"Pesquisa do IFSC (Instituto de Física de São Carlos) da USP (Universidade de São Paulo) mostrou que a técnica de fotoimunoterapia (uma combinação de fotodinâmica e imunoterapia) conseguiu combater o HIV, o vírus da aids, em laboratório. Ainda não foram realizados testes em humanos, mas o objetivo é foram realizados com três mutações do vírus, que são predominantes na América do Norte, na Europa e no Brasil... As informações são da Agência Brasil.",,
https://bit.ly/3j9vlAe,Ministra Tereza Cristina participa de debate da CNI sobre mudanças climáticas,"A ministra da Agricultura Tereza Cristina participa nesta terça-feira (24), às 9h30, da live Pró-Clima: Agroindústria, Segurança Alimentar e Sustentabilidade, em parceria com a Band News e Terra Viva. O evento vai debater como o Brasil pode se posicionar como destaque na produção sustentável para garantir",,
https://bit.ly/387D37w,Pesquisadores desenvolvem nova abordagem para combater vírus da Aids,"Pesquisa do IFSC (Instituto de Física de São Carlos) da USP (Universidade de São Paulo) mostrou que a técnica de fotoimunoterapia – uma combinação de fotodinâmica e imunoterapia – conseguiu combater o HIV, o vírus da Aids, em laboratório.",,
https://bit.ly/3sKXhgX,Pesquisa busca vacina contra HIV com tecnologia similar à da Covid,"Uma vacina com tecnologia semelhante à usada na imunização contra Covid-19 está sendo testada em centros de pesquisa brasileiros para prevenir a infecção pelo HIV, o vírus causador da Aids. A pesquisa está na fase três, quando são realizados testes em seres humanos. Os resultados saem em dois anos e meio.",,
https://bit.ly/2WeNVOQ,Espanha suspende quarentena obrigatória para entrada de viajantes argentinos,"A Espanha não estenderá a obrigação de cumprir a quarentena de dez dias para viajantes de seis países da América Latina e da África, incluindo a Argentina, de acordo com as autoridades nas últimas horas.",,
https://bit.ly/3zhtj6J,Campo Grande atinge marca de 1 milhão de doses aplicadas de vacinas contra a Covid-19,"Campo Grande atingiu na tarde desta terça-feira (24) a marca de 1 milhão de doses de vacinas contra a Covid-19 aplicadas desde o início da campanha de vacinação. Até o momento, 608.206 pessoas receberam a primeira dose, o que representa 67.12% de toda a população da Capital. Campo Grande, 24/08/2021 às 16:08.... Campo Grande atingiu na tarde desta terça-feira (24) a marca de 1 milhão de doses de vacinas contra a... Campo Grande se mantém como a Capital com maior cobertura vacinal do País.... Hoje, com a maior cobertura vacinal do País, Campo Grande é reconhecida nacionalmente como referência... Campo Grande conta com mais de 60 pontos de imunização espalhados pelas sete regiões urbanas e distritos",,
https://bit.ly/3jdv2nZ,"Vacina contra gripe custa até R$ 170, mas é de graça para todos nos postos de Campo Grande","Campo Grande segue com duas campanhas de imunização simultâneas na rede pública: contra a Covid-19 e contra o vírus Influenza. Aberta ao público geral desde 6 de julho, ainda restam dois públicos para a meta vacinal ser atingida. Nas clínicas particulares, uma dose da vacina contra a gripe custa até R$ 170. Campo Grande segue com duas campanhas de imunização simultâneas na rede pública: contra a Covid-19 e... Nas clínicas particulares, uma dose da vacina contra a gripe custa até R$ 170.... Prestes a atingir 1 milhão de doses aplicadas dos imunizantes contra o coronavírus, a Capital ainda precisa... “A Sesau acredita que esta baixa procura está relacionada com a preocupação da vacinação contra Covid... -19, [...] mesmo quem já tomou a vacina contra a Covid-19, deve buscar as unidades de saúde para se imunizar",,
https://bit.ly/3klWgIh,"Em meio a incêndios, cidade com 25 mil habitantes não tem sede dos Bombeiros em MS","Os incêndios florestais que têm assolado nos últimos dias a região de Bela Vista, município localizado na fronteira com o Paraguai, a 324 quilômetros de Campo Grande, requerem a presença constante do Corpo de Bombeiros. Por este motivo, o MPMS (Ministério Público Estadual de Mato Grosso do Sul).... dias a região de Bela Vista, município localizado na fronteira com o Paraguai, a 324 quilômetros de Campo... Grande, requerem a presença constante do Corpo de Bombeiros.",,
https://bit.ly/3guLFJS,"Mesmo à noite, 18 bombeiros seguem combate a incêndios em Porto Murtinho","Proteger o máximo possível e tudo o que puder. O trabalho do Corpo de Bombeiros em Porto Murtinho - cidade que fica a 431 km de Campo Grande - é árduo e incessante, com equipes dividas em turnos, trabalhando até à noite para evitar que o fogo se propague ainda mais e coloque vidas em risco. O trabalho do Corpo de Bombeiros em Porto Murtinho - cidade que fica a 431 km de Campo Grande - é árduo",,
https://bit.ly/2UL9yoX,Capital não sai “do vermelho” e 7 cidades pioram no risco de contágio da covid,"Depois que 34 municípios de Mato Grosso do Sul tiveram melhora no risco de transmissão do coronavírus, analisado por meio do Prosseguir (Programa de Saúde Segurança da Economia), do Governo do Estado, sete cidades tiveram piora – saindo do grau médio para o alto de contágio com a covid-19. Depois que 34 municípios de Mato Grosso do Sul tiveram melhora no risco de transmissão do coronavírus... Governo do Estado, sete cidades tiveram piora – saindo do grau médio para o alto de contágio com a covid... -19.... tolerável para a transmissão do coronavírus (bandeira amarela), 39 em grau médico (alerta laranja) e 19",,
https://bit.ly/3kFpz99,Prosseguir: 15 municípios pioram classificação de risco em MS,"Prosseguir: 15 municípios pioram classificação de risco em MS. Campo Grande manteve a bandeira vermelha, junto de mais 18 cidades Lucas Mamédio Publicado em 24/08/2021, às 17h39 Ao todo 15 cidades de Mato Grosso do Sul regrediram na classificação de risco do programa Prosseguir, divulgou o Governo do Estado na tarde desta terça-feira (24). vermelha, junto de mais 18 cidades Lucas Mamédio Publicado em 24/08/2021, às 17h39 Ao todo 15 cidades de Mato... Grosso do Sul regrediram na classificação de risco do programa Prosseguir, divulgou o Governo do Estado... No novo bandeiramento do Prosseguir 19 municípios foram classificados na bandeira vermelha, 39 na laranja",,
https://bit.ly/3yjQfRs,"No aniversário da Capital, vacinas desembarcam para 3ª dose e adolescentes","Nesta quinta-feira (26), aniversário de Campo Grande, 81,4 mil doses de vacina contra a covid-19 chegam no Aeroporto Internacional da Capital. Serão 44 mil imunizantes da Coronavac que já vieram, em voo nesta manhã, e foram registrados por leitora do Campo Grande News. Além disso, estão previstas para as 17h35 mais 37. Nesta quinta-feira (26), aniversário de Campo Grande, 81,4 mil doses de vacina contra a covid-19 chegam... mil imunizantes da Coronavac que já vieram, em voo nesta manhã, e foram registrados por leitora do Campo... Grande News.... para aplicação de terceira dose em idosos com idosos acima de 80 anos que tomaram a segunda dose da vacina",,
https://bit.ly/3jhMs2B,"Covid: Curitiba está em alerta intermediário para ocupação de leitos de UTI, diz estudo da Fiocruz","A edição extraordinária do Boletim Observatório Covid-19 Fiocruz publicada nesta quarta-feira (25) destaca que na Semana Epidemiológica (SE) 33, compreendida entre 15 e 21 de agosto, foi mantida a tendência de queda de indicadores da pandemia. A análise aponta que, embora o declínio no número.... O texto ressalta que nenhuma vacina disponível é 100% eficaz para impedir ou bloquear a transmissão.... Taxas de ocupação de leitos de UTI Covid-19 para adultos no SUS no estados.... Taxas de ocupação de leitos de UTI Covid-19 para adultos no SUS nas capitais.... Aracaju (45%), Salvador (26%), Vitória (39%), São Paulo (38%), Florianópolis (18%), Porto Alegre (59%), Campo... Grande (49%) e Cuiabá (56%).",,
https://bit.ly/3BcwBZu,Boletim Observatório Covid-19: novas variantes exigem atenção,"A edição extraordinária do Boletim Observatório Covid-19 Fiocruz publicada nesta quarta-feira (25/8) destaca que na Semana Epidemiológica (SE) 33, compreendida entre 15 e 21 de agosto, foi mantida a tendência de queda de indicadores da pandemia. A análise aponta que, embora o declínio no número.... O texto ressalta que nenhuma vacina disponível é 100% eficaz para impedir ou bloquear a transmissão.... Taxas de ocupação de leitos de UTI Covid-19 para adultos no SUS no estados.... Taxas de ocupação de leitos de UTI Covid-19 para adultos no SUS nas capitais.... Aracaju (45%), Salvador (26%), Vitória (39%), São Paulo (38%), Florianópolis (18%), Porto Alegre (59%), Campo... Grande (49%) e Cuiabá (56%).",,
https://bit.ly/3BgtXC4,"Em MS, 3ª dose começa na sexta, diz secretário","Vacinação realizada em asilo de Campo Grande, em janeiro deste ano. (Foto: Arquivo/Henrique Kawaminami) Em Mato Grosso do Sul, a 3ª dose da vacina contra covid-19 começa a ser aplicada até sexta-feira (27), garantiu o secretário Estadual de Saúde , Geraldo Resende, durante live do governo do Estado. Em Mato Grosso do Sul, a 3ª dose da vacina contra covid-19 começa... Resende disse ao Campo Grande News que a imunização irá começar a partir dos idosos acima de 80 anos,... Estudo ZOE Covid, realizado por pesquisadores do Reino Unido, a proteção contra a covid-19 oferecida... O Reino Unido e outras nações europeias estão planejando uma campanha de reforço de vacina contra covid",,
https://bit.ly/3kvdhQe,"6 dias antes do fim com mais de 1 assassinato por dia, agosto sangrento já teve 35 mortes em MS","O mês de agosto ainda nem terminou e já contabiliza mais assassinatos do que o oitavo mês inteiro do ano passado, em Mato Grosso do Sul. Conforme estatística da Sejusp (Secretaria Estadual de Justiça e Segurança Pública), 35 pessoas tiveram suas vidas tiradas entre o dia 1º deste mês e o início da tarde desta quarta-feira (25). O marido dela também foi atingido por tiros e trazido para tratamento em Campo Grande.... localizado na Rua Raimundo Alves da Silva, no Centro de Nova Alvorada do Sul , distante 120 quilômetros de Campo... Grande.",,
https://bit.ly/3sQHSf5,"Tempo seco e queimadas aumentam em 25% busca por atendimento de problemas respiratórios em Corumbá Cidade no Mato Grosso do Sul, no meio do Pantanal, está coberta por uma densa camada de fumaça e registra crescimento na movimentação nos postos de saúde e no único pronto-socorro do município",". Nos últimos dias, houve um aumento de 25% na busca de atendimento por problemas respiratórios, conforme a Secretaria Municipal de Saúde. A pasta identificou movimentação nos postos de saúde e no único pronto-socorro da cidade, que também atende outras três da região, Ladário, em Mato Grosso do Sul, e as bolivianas Puerto Quijarro e Puerto Suárez. de saúde e no único pronto-socorro da cidade, que também atende outras três da região, Ladário, em Mato... Grosso do Sul, e as bolivianas Puerto Quijarro e Puerto Suárez.... Ao mesmo tempo temos receio, ficamos na dúvida se é realmente problema respiratório, se é covid-19...... Grosso do Sul.... A prefeitura de Corumbá pediu ao governo de Mato Grosso do Sul e ao governo federal apoio principalmente",,
https://bit.ly/3mBBjfs,"Pela 1ª vez no ano, taxa de ocupação de leitos Covid cai para 38% em MS","Com o avanço da vacinação, os indicativos da pandemia têm apresentado melhoras em Mato Grosso do Sul. Mais uma boa notícia para o Estado é que nesta quarta-feira (25), pela primeira vez no ano, a taxa de ocupação.... Atualizado às 15h37 Com o avanço da vacinação, os indicativos da pandemia têm apresentado melhoras em Mato... Grosso do Sul.... levantamento, MS possui 499 leitos UTI adulto para pacientes com SRAG (Síndrome Respiratória Aguda Grave) e Covid... quando o recorde de internações foi registrado no dia 8 de junho em MS, com 1.339 pessoas internadas com covid",,
https://bit.ly/3sXbqry,"Rio está na 'zona crítica', com 96% de ocupação de leitos de UTI, aponta Fiocruz","Os pesquisadores do Observatório ressaltam que, embora alguns estados estejam iniciando a vacinação em crianças e adolescentes, a prioridade é completar o esquema vacinal da população adulta. A análise defende também um debate técnico sobre alternativas para a aplicação da dose de reforço ou para a....Taxas de ocupação de leitos de UTI covid-19 para adultos no SUS Todos os estados do Nordeste e do Norte... Santa Catarina, Rio Grande do Sul, Mato Grosso do Sul e Mato Grosso estão fora da zona de alerta.... Gerais (37%), Espírito Santo (43%), São Paulo (40%), Santa Catarina (49%), Rio Grande do Sul (54%), Mato... Grosso do Sul (43%) e Mato Grosso (59%).... Taxas de ocupação de leitos de UTI covid-19 para adultos no SUS nas capitais Quatro capitais estão na        Síndrome Respiratória Aguda Grave associada a Coronavírus        CIEVS-CG        SVS                Sim        Não        Sim        Não                Baixo        ",,
https://bit.ly/3yoJ3U6,"Unindo seca e incêndios, Batayporã decreta situação de emergência","Compartilhando o cenário visto por todo Mato Grosso do Sul, Batayporã decretou situação de emergência, nesta quarta-feira (25), devido ao período de seca. Parecer da Defesa Civil Municipal indica que a região não recebe chuvas consideráveis há mais de 120 dias. Batayporã decretou situação de emergência",,
https://bit.ly/3kr88c4,HIV: rede privada disponibilizará PrEP a pacientes a partir de setembro,"A Secretaria de Saúde disponibiliza, a partir do dia 1º de setembro, a dispensação de Profilaxia Pré-Exposição (PrEP) prescrita pela rede privada. Recentemente, o Distrito Federal foi eleito pelo Ministério da Saúde como uma das unidades federativas piloto do Projeto “PrEP na Saúde Suplementar”.",,
https://bit.ly/3DlJ0vZ,Estudo pode impulsionar desenvolvimento de vacinas e tratamentos para malária,"Uma pesquisa conduzida na London School of Hygiene & Tropical Medicine (Inglaterra), em parceria com pesquisadores do Instituto de Ciências Biomédicas da Universidade de São Paulo (ICB-USP), pode auxiliar na busca de vacinas e novos tratamentos para a malária vivax, responsável por 80% dos casos da doença no Brasil.",,
https://bit.ly/2Y1klNa,Queiroga anuncia aplicação de terceira dose a partir do dia 15 de setembro,"O ministro da Sáude, Marcelo Queiroga, anunciou nesta quarta-feira, 25, que o Brasil irá iniciar a aplicação de doses de reforço em pessoas completamente vacinadas a partir do dia 15 de setembro. O primeiro público-alvo serão os idosos com mais de 70 anos e pessoas imunossuprimidas (transplantadas recentemente, com câncer, queimaduras graves, etc) que tomaram a segunda dose da vacina há pelo menos seis meses.",,
https://bit.ly/3ksjjkP,Ministério da Saúde reduz intervalo de aplicação das vacinas Pfizer e Astrazeneca,"o ministério vai reduzir o intervalo da aplicação da segunda dose dos imunizantes da Pfizer e Astrazeneca das atuais 12 semanas para oito semanas. A decisão foi tomada em reunião do ministério na noite desta terça, e anunciada pelo ministro logo depois do encontro em conversa com jornalistas.",,
https://bit.ly/3DXVhrG,A vacina contra dengue é quase uma realidade na Colômbia,"Recentemente, na 17ª Conferência da International Society of Travel Medicine (CISTM), foram apresentados os resultados da investigação clínica TIDES1 (Efficacy Study on Tetravalent Immunization against Dengue) realizada sobre a vacina TAK. -003 do laboratório Takeda, que demonstraram que a aplicação desse imunizante conseguiu evitar 83,6% das internações e 62% da dengue em geral, sem risco significativo de segurança detectado durante os três anos após a inoculação.",,
