short_url,expanded_url
https://glo.bo/3qHnJZv,https://extra.globo.com/noticias/saude-e-ciencia/com-escassez-de-testes-saiba-como-medir-tempo-ideal-de-quarentena-25358758.html
https://glo.bo/3r9otH6,https://oglobo.globo.com/saude/estados-registram-aumento-de-85-no-numero-de-criancas-com-covid-19-internadas-em-utis-25370135
https://bit.ly/3qklKtg,https://tribunapr.uol.com.br/noticias/curitiba-regiao/curitiba-e-rmc-tem-alerta-laranja-de-tempestade-com-risco-de-queda-de-granizo/
https://bit.ly/3uAJWsG,https://www.primeirapagina.to/noticias/casos-notificados-de-dengue-e-diagn%C3%B3sticos-de-chikungunya-crescem-no-tocantins/
https://bit.ly/36kMinA,https://boletinaldia.sld.cu/aldia/2022/04/15/siguen-bajando-el-numero-de-casos-y-de-muertes-por-covid-19-en-el-mundo/
http://glo.bo/3kqyTOp,https://oglobo.globo.com/rio/temporal-alaga-ruas-provoca-desabamentos-deixa-pelo-menos-um-morto-no-rio-25496231
https://bit.ly/3wzeCvt,https://timbancavirtual.com.br/maislidas/2301875-brasil-53-casos-de-hepatite-infantil-misteriosa-foram-notificados-ao-ministerio-da-saude
https://bit.ly/3Py0pI7,https://tribunapr.uol.com.br/noticias/brasil/volta-a-escola-revela-aumento-dos-casos-de-abuso-sexual-contra-criancas-na-pandemia/
https://bit.ly/3wHku5Y,https://boletinaldia.sld.cu/aldia/2022/05/19/detectada-una-variante-recombinante-del-sars-cov-2-en-brasil/
https://bit.ly/3MSNcrH,https://www.tellerreport.com/news/2022-05-21-who--around-80-cases-of-monkeypox-have-been-detected-worldwide.Hyft2OnBv5.html
https://bit.ly/3mj7HlA,https://www.paginasiete.bo/sociedad/santa-cruz-registra-un-tercer-sospecho-de-viruela-del-mono-y-espera-resultados-de-argentina-FD2764465
https://bit.ly/3txgxjD,https://sapobrasil.com.br/atualidade/artigos/venezuela-relata-seu-primeiro-caso-de-variola-do-macaco
https://bit.ly/39WOG5R,https://visao.sapo.pt/atualidade/mundo/2022-06-21-mocambique-deteta-caso-suspeito-de-poliomielite/
https://bit.ly/3Ak8gnt,https://boletinaldia.sld.cu/aldia/2022/07/01/dos-ninos-menores-mueren-en-brasil-cada-dia-por-covid-19/
http://glo.bo/3cEbEzK,https://extra.globo.com/casos-de-policia/em-quatro-anos-quase-mil-criancas-foram-vitimas-de-estupro-por-padrastos-no-estado-do-rio-25545574.html
https://bit.ly/3zqHojF,https://www.primeirapagina.to/noticias/casos-de-hepatite-b-crescem-mais-de-26-no-tocantins/
http://glo.bo/3bFd6lk,https://extra.globo.com/casos-de-policia/policia-vai-investigar-se-mortes-em-casa-de-repouso-interditada-foram-causadas-por-maus-tratos-25553374.html
https://bit.ly/3dM9uPx,https://www.primeirapagina.to/noticias/mais-de-61-dos-casos-suspeitos-de-monkeypox-em-palmas-s%EF%BF%BDo-em-mulheres/
https://bit.ly/3Swsqk7,http://ribunadosertao.com.br/2022/07/cobertura-vacinal-atinge-niveis-criticos-e-ameaca-saude-coletiva/
https://bit.ly/3efp1HB,https://www.correiofrancisquense.com.br/noticias/meio_ambiente/falta_de_saneamento_causa_internacao_de_mais_de_270_mil_pessoas_por_ano_no_brasil.189883
https://bit.ly/3TavvXt,https://boletinaldia.sld.cu/aldia/2022/10/15/cuatro-emergencias-sanitarias-amenazan-a-america-advierte-la-organizacion-panamericana-de-la-salud/
http://glo.bo/3EUvanG,https://extra.globo.com/noticias/rio/niteroi-sera-primeira-cidade-do-sudeste-100-coberta-por-metodo-de-combate-dengue-conduzido-pela-fiocruz-25593010.html
http://glo.bo/3DDCqmC,https://extra.globo.com/noticias/saude-e-ciencia/variola-dos-macacos-tem-efeito-tragico-em-hiv-positivos-alerta-governo-americano-25598494.html
http://glo.bo/3mlx4GB,https://extra.globo.com/noticias/rio/doenca-invisivel-rj-tem-maior-taxa-de-mortalidade-infantil-por-sifilis-no-pais-25670474.html
https://bit.ly/3MKqmoN,https://capitaldeminas.com.br/noticias/pesquisa-identifica-locais-com-maior-risco-de-inundacao/
http://glo.bo/40PFUei,https://extra.globo.com/casos-de-policia/maioria-dos-usuarios-de-crack-nao-morre-devido-droga-sim-por-causa-da-violencia-7094126.html
https://shre.ink/Hd9d,https://clubenoticia.com.br/numero-de-casos-de-dengue-zika-e-chikungunya-nao-para-de-crescer-em-patos-de-minas-e-minas-gerais/
https://tinyurl.com/4yftz9wy,https://correiodoestado.com.br/cidades/cracolandia-de-campo-grande-funciona-em-avenida-movimentada-em-plena/418752/
